Date,Symbol,Open,High,Low,Close,Adj Close,Volume
20-03-1981,AAPL,0.114955,0.116071,0.114955,0.114955,0.090103,14604800
23-03-1981,AAPL,0.11942,0.120536,0.11942,0.11942,0.093602,22019200
24-03-1981,AAPL,0.11942,0.11942,0.118862,0.118862,0.093165,28156800
25-03-1981,AAPL,0.117746,0.117746,0.116629,0.116629,0.091415,7056000
26-03-1981,AAPL,0.114955,0.114955,0.114397,0.114397,0.089665,12275200
27-03-1981,AAPL,0.111049,0.111049,0.110491,0.110491,0.086604,12252800
30-03-1981,AAPL,0.110491,0.111607,0.110491,0.110491,0.086604,9900800
31-03-1981,AAPL,0.110491,0.110491,0.109375,0.109375,0.085729,15993600
01-04-1981,AAPL,0.108817,0.108817,0.108259,0.108259,0.084854,34070400
02-04-1981,AAPL,0.117746,0.118304,0.117746,0.117746,0.09229,31404800
03-04-1981,AAPL,0.118304,0.118862,0.118304,0.118304,0.092727,16486400
06-04-1981,AAPL,0.116629,0.116629,0.116071,0.116071,0.090977,22803200
07-04-1981,AAPL,0.115513,0.115513,0.114955,0.114955,0.090103,10684800
08-04-1981,AAPL,0.120536,0.121652,0.120536,0.120536,0.094477,21952000
09-04-1981,AAPL,0.122768,0.123326,0.122768,0.122768,0.096226,12499200
10-04-1981,AAPL,0.124442,0.125,0.124442,0.124442,0.097538,33465600
13-04-1981,AAPL,0.124442,0.125,0.124442,0.124442,0.097538,16060800
14-04-1981,AAPL,0.124442,0.125,0.124442,0.124442,0.097538,6652800
15-04-1981,AAPL,0.118862,0.118862,0.118304,0.118304,0.092727,34048000
16-04-1981,AAPL,0.112165,0.112165,0.111607,0.111607,0.087478,23878400
20-04-1981,AAPL,0.114955,0.115513,0.114955,0.114955,0.090103,35347200
21-04-1981,AAPL,0.122768,0.123326,0.122768,0.122768,0.096226,28537600
22-04-1981,AAPL,0.127232,0.12779,0.127232,0.127232,0.099725,18995200
23-04-1981,AAPL,0.13058,0.131138,0.13058,0.13058,0.10235,58016000
24-04-1981,AAPL,0.13058,0.13058,0.129464,0.129464,0.101475,35056000
27-04-1981,AAPL,0.128906,0.128906,0.128348,0.128348,0.1006,38528000
28-04-1981,AAPL,0.126674,0.126674,0.126116,0.126116,0.098851,32188800
29-04-1981,AAPL,0.125,0.125,0.124442,0.124442,0.097538,13641600
30-04-1981,AAPL,0.126674,0.12779,0.126674,0.126674,0.099288,12611200
01-05-1981,AAPL,0.126674,0.12779,0.126674,0.126674,0.099288,16553600
04-05-1981,AAPL,0.126674,0.126674,0.126116,0.126116,0.098851,14448000
05-05-1981,AAPL,0.126116,0.126116,0.125558,0.125558,0.098413,17539200
06-05-1981,AAPL,0.122768,0.122768,0.12221,0.12221,0.095789,18950400
07-05-1981,AAPL,0.123884,0.124442,0.123884,0.123884,0.097101,9363200
08-05-1981,AAPL,0.125,0.125558,0.125,0.125,0.097976,7907200
11-05-1981,AAPL,0.122768,0.122768,0.12221,0.12221,0.095789,11939200
12-05-1981,AAPL,0.12221,0.123884,0.12221,0.12221,0.095789,4256000
13-05-1981,AAPL,0.12221,0.123326,0.121652,0.121652,0.095352,4905600
14-05-1981,AAPL,0.121094,0.121094,0.119978,0.119978,0.09404,4928000
15-05-1981,AAPL,0.122768,0.124442,0.122768,0.122768,0.096226,4905600
18-05-1981,AAPL,0.125,0.126116,0.125,0.125,0.097976,4166400
19-05-1981,AAPL,0.123326,0.123326,0.122768,0.122768,0.096226,25424000
20-05-1981,AAPL,0.126674,0.12779,0.126674,0.126674,0.099288,13283200
21-05-1981,AAPL,0.133929,0.134487,0.133929,0.133929,0.104975,32211200
22-05-1981,AAPL,0.140067,0.141183,0.140067,0.140067,0.109785,31427200
26-05-1981,AAPL,0.140067,0.140067,0.139509,0.139509,0.109348,85344000
27-05-1981,AAPL,0.147321,0.147879,0.147321,0.147321,0.115471,149497600
28-05-1981,AAPL,0.147321,0.147879,0.147321,0.147321,0.115471,73987200
29-05-1981,AAPL,0.147879,0.148438,0.147879,0.147879,0.115909,59382400
01-06-1981,AAPL,0.147879,0.148438,0.147879,0.147879,0.115909,51251200
02-06-1981,AAPL,0.141183,0.141183,0.140625,0.140625,0.110223,40432000
03-06-1981,AAPL,0.140625,0.141741,0.140625,0.140625,0.110223,39446400
04-06-1981,AAPL,0.143415,0.143973,0.143415,0.143415,0.11241,56067200
05-06-1981,AAPL,0.141741,0.141741,0.141183,0.141183,0.11066,57680000
08-06-1981,AAPL,0.136719,0.136719,0.136161,0.136161,0.106724,93497600
09-06-1981,AAPL,0.138951,0.139509,0.138951,0.138951,0.108911,119593600
10-06-1981,AAPL,0.140625,0.142299,0.140625,0.140625,0.110223,25222400
11-06-1981,AAPL,0.146763,0.147321,0.146763,0.146763,0.115034,38976000
12-06-1981,AAPL,0.145647,0.145647,0.145089,0.145089,0.113722,25804800
15-06-1981,AAPL,0.145089,0.145089,0.144531,0.144531,0.113284,143763200
16-06-1981,AAPL,0.142299,0.142299,0.141741,0.141741,0.111098,37251200
17-06-1981,AAPL,0.140067,0.140067,0.139509,0.139509,0.109348,27574400
18-06-1981,AAPL,0.139509,0.140067,0.138951,0.138951,0.108911,23049600
19-06-1981,AAPL,0.135603,0.135603,0.135045,0.135045,0.105849,27507200
22-06-1981,AAPL,0.13058,0.13058,0.130022,0.130022,0.101912,10841600
23-06-1981,AAPL,0.132254,0.133371,0.132254,0.132254,0.103662,15030400
24-06-1981,AAPL,0.130022,0.130022,0.128906,0.128906,0.101037,23027200
25-06-1981,AAPL,0.131696,0.132254,0.131696,0.131696,0.103224,24259200
26-06-1981,AAPL,0.131138,0.131138,0.130022,0.130022,0.101912,23788800
29-06-1981,AAPL,0.126674,0.126674,0.125558,0.125558,0.098413,10595200
30-06-1981,AAPL,0.116629,0.116629,0.116071,0.116071,0.090977,35907200
01-07-1981,AAPL,0.115513,0.115513,0.114955,0.114955,0.090103,170464000
02-07-1981,AAPL,0.114955,0.115513,0.114955,0.114955,0.090103,30284800
06-07-1981,AAPL,0.112165,0.112165,0.111049,0.111049,0.087041,16531200
07-07-1981,AAPL,0.112165,0.113281,0.112165,0.112165,0.087916,15836800
08-07-1981,AAPL,0.116629,0.117188,0.116629,0.116629,0.091415,16620800
09-07-1981,AAPL,0.108259,0.108259,0.107701,0.107701,0.084417,32883200
10-07-1981,AAPL,0.099888,0.099888,0.09933,0.09933,0.077856,55171200
13-07-1981,AAPL,0.101563,0.102121,0.101563,0.101563,0.079606,45740800
14-07-1981,AAPL,0.106027,0.107143,0.106027,0.106027,0.083105,19779200
15-07-1981,AAPL,0.108817,0.109375,0.108817,0.108817,0.085291,10953600
16-07-1981,AAPL,0.111607,0.112723,0.111607,0.111607,0.087478,15232000
17-07-1981,AAPL,0.115513,0.116071,0.115513,0.115513,0.09054,19824000
20-07-1981,AAPL,0.108259,0.108259,0.107701,0.107701,0.084417,23654400
21-07-1981,AAPL,0.107701,0.107701,0.107143,0.107143,0.083979,31942400
22-07-1981,AAPL,0.102121,0.102121,0.101004,0.101004,0.079168,22668800
23-07-1981,AAPL,0.103795,0.104353,0.103795,0.103795,0.081355,34451200
24-07-1981,AAPL,0.107143,0.107701,0.107143,0.107143,0.083979,28851200
27-07-1981,AAPL,0.111607,0.112165,0.111607,0.111607,0.087478,17337600
28-07-1981,AAPL,0.108259,0.108259,0.107701,0.107701,0.084417,22848000
29-07-1981,AAPL,0.106585,0.106585,0.106027,0.106027,0.083105,15500800
30-07-1981,AAPL,0.109933,0.111049,0.109933,0.109933,0.086166,9900800
31-07-1981,AAPL,0.111607,0.112165,0.111607,0.111607,0.087478,10953600
03-08-1981,AAPL,0.111607,0.111607,0.110491,0.110491,0.086604,12432000
04-08-1981,AAPL,0.112165,0.112723,0.112165,0.112165,0.087916,31673600
05-08-1981,AAPL,0.115513,0.116071,0.115513,0.115513,0.09054,17494400
06-08-1981,AAPL,0.113281,0.113281,0.112723,0.112723,0.088353,10528000
07-08-1981,AAPL,0.112723,0.113281,0.112723,0.112723,0.088353,9206400
10-08-1981,AAPL,0.112723,0.112723,0.112723,0.112723,0.088353,0
11-08-1981,AAPL,0.110491,0.110491,0.109375,0.109375,0.085729,71456000
12-08-1981,AAPL,0.107701,0.107701,0.107143,0.107143,0.083979,26275200
13-08-1981,AAPL,0.104353,0.104353,0.103795,0.103795,0.081355,27484800
14-08-1981,AAPL,0.103237,0.103237,0.102121,0.102121,0.080043,24192000
17-08-1981,AAPL,0.099888,0.099888,0.098772,0.098772,0.077418,18905600
18-08-1981,AAPL,0.097656,0.097656,0.09654,0.09654,0.075669,17001600
19-08-1981,AAPL,0.09654,0.09654,0.095424,0.095424,0.074794,20675200
20-08-1981,AAPL,0.09654,0.097098,0.09654,0.09654,0.075669,17113600
21-08-1981,AAPL,0.09096,0.09096,0.089844,0.089844,0.07042,41910400
24-08-1981,AAPL,0.084821,0.084821,0.084263,0.084263,0.066046,23072000
25-08-1981,AAPL,0.086496,0.087054,0.086496,0.086496,0.067796,40700800
26-08-1981,AAPL,0.085379,0.085379,0.084821,0.084821,0.066483,33600000
27-08-1981,AAPL,0.085379,0.085938,0.085379,0.085379,0.066921,25916800
28-08-1981,AAPL,0.089844,0.090402,0.089844,0.089844,0.07042,38035200
31-08-1981,AAPL,0.089844,0.090402,0.089844,0.089844,0.07042,40947200
01-09-1981,AAPL,0.095424,0.095982,0.095424,0.095424,0.074794,37027200
02-09-1981,AAPL,0.097098,0.097656,0.097098,0.097098,0.076106,19376000
03-09-1981,AAPL,0.093192,0.093192,0.092076,0.092076,0.07217,37475200
04-09-1981,AAPL,0.091518,0.091518,0.09096,0.09096,0.071295,15254400
08-09-1981,AAPL,0.088728,0.088728,0.08817,0.08817,0.069108,25446400
09-09-1981,AAPL,0.08817,0.088728,0.08817,0.08817,0.069108,30531200
10-09-1981,AAPL,0.088728,0.089286,0.088728,0.088728,0.069546,34809600
11-09-1981,AAPL,0.08817,0.08817,0.087612,0.087612,0.068671,17539200
14-09-1981,AAPL,0.085379,0.085379,0.084821,0.084821,0.066483,27686400
15-09-1981,AAPL,0.083147,0.083147,0.082589,0.082589,0.064734,19510400
16-09-1981,AAPL,0.081473,0.081473,0.080915,0.080915,0.063422,19353600
17-09-1981,AAPL,0.079241,0.079241,0.078683,0.078683,0.061672,19376000
18-09-1981,AAPL,0.079241,0.079799,0.079241,0.079241,0.06211,26320000
21-09-1981,AAPL,0.079799,0.080357,0.079799,0.079799,0.062547,49033600
22-09-1981,AAPL,0.075893,0.075893,0.075335,0.075335,0.059048,47420800
23-09-1981,AAPL,0.074777,0.074777,0.073661,0.073661,0.057736,28201600
24-09-1981,AAPL,0.073661,0.073661,0.073103,0.073103,0.057299,18300800
25-09-1981,AAPL,0.064732,0.064732,0.063616,0.063616,0.049863,34608000
28-09-1981,AAPL,0.064174,0.064732,0.064174,0.064174,0.0503,91728000
29-09-1981,AAPL,0.067522,0.06808,0.067522,0.067522,0.052924,94684800
30-09-1981,AAPL,0.06808,0.068638,0.06808,0.06808,0.053362,49996800
01-10-1981,AAPL,0.06808,0.068638,0.06808,0.06808,0.053362,61129600
02-10-1981,AAPL,0.073661,0.074219,0.073661,0.073661,0.057736,45046400
05-10-1981,AAPL,0.075893,0.077009,0.075893,0.075893,0.059485,43097600
06-10-1981,AAPL,0.075893,0.075893,0.075335,0.075335,0.059048,28358400
07-10-1981,AAPL,0.079799,0.080915,0.079799,0.079799,0.062547,38841600
08-10-1981,AAPL,0.082589,0.083147,0.082589,0.082589,0.064734,31091200
09-10-1981,AAPL,0.083147,0.084263,0.083147,0.083147,0.065171,54521600
12-10-1981,AAPL,0.085938,0.086496,0.085938,0.085938,0.067359,27350400
13-10-1981,AAPL,0.085938,0.087054,0.085938,0.085938,0.067359,44195200
14-10-1981,AAPL,0.081473,0.081473,0.080915,0.080915,0.063422,30979200
15-10-1981,AAPL,0.082589,0.083147,0.082589,0.082589,0.064734,29433600
16-10-1981,AAPL,0.082031,0.082031,0.081473,0.081473,0.063859,36467200
19-10-1981,AAPL,0.083147,0.083705,0.083147,0.083147,0.065171,20585600
20-10-1981,AAPL,0.087612,0.08817,0.087612,0.087612,0.068671,35728000
21-10-1981,AAPL,0.087612,0.08817,0.087612,0.087612,0.068671,76899200
22-10-1981,AAPL,0.087612,0.087612,0.087054,0.087054,0.068234,32278400
23-10-1981,AAPL,0.085379,0.085379,0.084821,0.084821,0.066483,27910400
26-10-1981,AAPL,0.084821,0.085379,0.084821,0.084821,0.066483,27283200
27-10-1981,AAPL,0.086496,0.087612,0.086496,0.086496,0.067796,85590400
28-10-1981,AAPL,0.089286,0.089844,0.089286,0.089286,0.069983,44172800
29-10-1981,AAPL,0.088728,0.088728,0.08817,0.08817,0.069108,30486400
30-10-1981,AAPL,0.089286,0.089844,0.089286,0.089286,0.069983,52729600
02-11-1981,AAPL,0.089286,0.089844,0.089286,0.089286,0.069983,36915200
03-11-1981,AAPL,0.088728,0.088728,0.08817,0.08817,0.069108,28380800
04-11-1981,AAPL,0.086496,0.086496,0.085938,0.085938,0.067359,23811200
05-11-1981,AAPL,0.080357,0.080357,0.079799,0.079799,0.062547,23363200
06-11-1981,AAPL,0.080357,0.080915,0.080357,0.080357,0.062984,24595200
09-11-1981,AAPL,0.081473,0.082031,0.081473,0.081473,0.063859,20384000
10-11-1981,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,16755200
11-11-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,27440000
12-11-1981,AAPL,0.087054,0.087612,0.087054,0.087054,0.068234,39916800
13-11-1981,AAPL,0.081473,0.081473,0.080915,0.080915,0.063422,21011200
16-11-1981,AAPL,0.080357,0.080357,0.079799,0.079799,0.062547,22556800
17-11-1981,AAPL,0.081473,0.082031,0.081473,0.081473,0.063859,35414400
18-11-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,29142400
19-11-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,40006400
20-11-1981,AAPL,0.084821,0.085379,0.084821,0.084821,0.066483,38102400
23-11-1981,AAPL,0.082031,0.082031,0.080915,0.080915,0.063422,22960000
24-11-1981,AAPL,0.080915,0.080915,0.080357,0.080357,0.062984,22153600
25-11-1981,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,52550400
27-11-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,37251200
30-11-1981,AAPL,0.083705,0.083705,0.083147,0.083147,0.065171,23968000
01-12-1981,AAPL,0.083147,0.083705,0.083147,0.083147,0.065171,23385600
02-12-1981,AAPL,0.083705,0.084263,0.083705,0.083705,0.065609,37564800
03-12-1981,AAPL,0.083147,0.083147,0.082589,0.082589,0.064734,20428800
04-12-1981,AAPL,0.084821,0.085379,0.084821,0.084821,0.066483,137155200
07-12-1981,AAPL,0.085379,0.085938,0.085379,0.085379,0.066921,59292800
08-12-1981,AAPL,0.084821,0.084821,0.083705,0.083705,0.065609,50624000
09-12-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,34272000
10-12-1981,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,37408000
11-12-1981,AAPL,0.084263,0.084821,0.083705,0.083705,0.065609,76092800
14-12-1981,AAPL,0.082031,0.082031,0.080915,0.080915,0.063422,25244800
15-12-1981,AAPL,0.083147,0.083705,0.083147,0.083147,0.065171,31315200
16-12-1981,AAPL,0.087054,0.087612,0.087054,0.087054,0.068234,65452800
17-12-1981,AAPL,0.094308,0.094866,0.094308,0.094308,0.073919,51452800
18-12-1981,AAPL,0.102121,0.102679,0.102121,0.102121,0.080043,71724800
21-12-1981,AAPL,0.098214,0.098214,0.097656,0.097656,0.076543,56403200
22-12-1981,AAPL,0.09933,0.099888,0.09933,0.09933,0.077856,53827200
23-12-1981,AAPL,0.097656,0.097656,0.097098,0.097098,0.076106,28896000
24-12-1981,AAPL,0.097656,0.098214,0.097656,0.097656,0.076543,28918400
28-12-1981,AAPL,0.094308,0.094308,0.093192,0.093192,0.073045,36579200
29-12-1981,AAPL,0.094866,0.095982,0.094866,0.094866,0.074357,24236800
30-12-1981,AAPL,0.098772,0.09933,0.098772,0.098772,0.077418,32188800
31-12-1981,AAPL,0.098772,0.09933,0.098772,0.098772,0.077418,54656000
04-01-1982,AAPL,0.098772,0.098772,0.098214,0.098214,0.076981,71254400
05-01-1982,AAPL,0.094308,0.094308,0.093192,0.093192,0.073045,35840000
06-01-1982,AAPL,0.092634,0.092634,0.092076,0.092076,0.07217,66080000
07-01-1982,AAPL,0.085938,0.085938,0.084821,0.084821,0.066483,70044800
08-01-1982,AAPL,0.088728,0.089286,0.088728,0.088728,0.069546,56604800
11-01-1982,AAPL,0.083705,0.083705,0.083147,0.083147,0.065171,33331200
12-01-1982,AAPL,0.080915,0.080915,0.080357,0.080357,0.062984,59920000
13-01-1982,AAPL,0.080357,0.080357,0.079799,0.079799,0.062547,41753600
14-01-1982,AAPL,0.083705,0.084263,0.083705,0.083705,0.065609,25715200
15-01-1982,AAPL,0.089286,0.090402,0.089286,0.089286,0.069983,46704000
18-01-1982,AAPL,0.09096,0.092076,0.09096,0.09096,0.071295,28000000
19-01-1982,AAPL,0.089844,0.089844,0.088728,0.088728,0.069546,55507200
20-01-1982,AAPL,0.090402,0.09096,0.090402,0.090402,0.070858,25827200
21-01-1982,AAPL,0.092076,0.092634,0.092076,0.092076,0.07217,33331200
22-01-1982,AAPL,0.092634,0.093192,0.092634,0.092634,0.072607,24259200
25-01-1982,AAPL,0.090402,0.090402,0.089844,0.089844,0.07042,44710400
26-01-1982,AAPL,0.087612,0.087612,0.086496,0.086496,0.067796,21212800
27-01-1982,AAPL,0.087054,0.08817,0.087054,0.087054,0.068234,31360000
28-01-1982,AAPL,0.089844,0.090402,0.089844,0.089844,0.07042,39603200
29-01-1982,AAPL,0.09096,0.091518,0.09096,0.09096,0.071295,53155200
01-02-1982,AAPL,0.09096,0.09096,0.089844,0.089844,0.07042,38528000
02-02-1982,AAPL,0.090402,0.091518,0.090402,0.090402,0.070858,54275200
03-02-1982,AAPL,0.090402,0.09096,0.090402,0.090402,0.070858,31472000
04-02-1982,AAPL,0.088728,0.088728,0.08817,0.08817,0.069108,22041600
05-02-1982,AAPL,0.08817,0.088728,0.08817,0.08817,0.069108,40297600
08-02-1982,AAPL,0.083147,0.083147,0.082589,0.082589,0.064734,31696000
09-02-1982,AAPL,0.082589,0.083147,0.082589,0.082589,0.064734,57904000
10-02-1982,AAPL,0.083705,0.084263,0.083705,0.083705,0.065609,38796800
11-02-1982,AAPL,0.083147,0.083147,0.082589,0.082589,0.064734,24528000
12-02-1982,AAPL,0.083705,0.084263,0.083705,0.083705,0.065609,19644800
16-02-1982,AAPL,0.082589,0.082589,0.082031,0.082031,0.064296,34316800
17-02-1982,AAPL,0.083147,0.083705,0.083147,0.083147,0.065171,25580800
18-02-1982,AAPL,0.084263,0.084821,0.084263,0.084263,0.066046,28380800
19-02-1982,AAPL,0.084263,0.084263,0.083705,0.083705,0.065609,13596800
22-02-1982,AAPL,0.083147,0.083147,0.082589,0.082589,0.064734,26633600
23-02-1982,AAPL,0.082031,0.082031,0.081473,0.081473,0.063859,34540800
24-02-1982,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,37945600
25-02-1982,AAPL,0.082031,0.082031,0.081473,0.081473,0.063859,30800000
26-02-1982,AAPL,0.081473,0.082031,0.081473,0.081473,0.063859,17427200
01-03-1982,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,35302400
02-03-1982,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,34809600
03-03-1982,AAPL,0.082031,0.082589,0.082031,0.082031,0.064296,23654400
04-03-1982,AAPL,0.080915,0.080915,0.080357,0.080357,0.062984,38371200
05-03-1982,AAPL,0.074777,0.074777,0.074219,0.074219,0.058173,45315200
08-03-1982,AAPL,0.073661,0.073661,0.073103,0.073103,0.057299,35145600
09-03-1982,AAPL,0.073661,0.074219,0.073661,0.073661,0.057736,52505600
10-03-1982,AAPL,0.073103,0.073103,0.072545,0.072545,0.056861,86934400
11-03-1982,AAPL,0.072545,0.073661,0.072545,0.072545,0.056861,22579200
12-03-1982,AAPL,0.068638,0.068638,0.06808,0.06808,0.053362,46547200
15-03-1982,AAPL,0.06808,0.06808,0.067522,0.067522,0.052924,51363200
16-03-1982,AAPL,0.066964,0.066964,0.066406,0.066406,0.052049,47152000
17-03-1982,AAPL,0.063616,0.063616,0.063058,0.063058,0.049425,50489600
18-03-1982,AAPL,0.06808,0.068638,0.06808,0.06808,0.053362,56336000
19-03-1982,AAPL,0.074219,0.074777,0.074219,0.074219,0.058173,65811200
22-03-1982,AAPL,0.079799,0.080357,0.079799,0.079799,0.062547,69193600
23-03-1982,AAPL,0.079241,0.079241,0.078683,0.078683,0.061672,55955200
24-03-1982,AAPL,0.074777,0.074777,0.074219,0.074219,0.058173,51609600
25-03-1982,AAPL,0.074219,0.074219,0.073661,0.073661,0.057736,84112000
26-03-1982,AAPL,0.073103,0.073103,0.072545,0.072545,0.056861,50780800
29-03-1982,AAPL,0.074219,0.074777,0.074219,0.074219,0.058173,67603200
30-03-1982,AAPL,0.075335,0.075893,0.075335,0.075335,0.059048,77952000
31-03-1982,AAPL,0.075335,0.075893,0.075335,0.075335,0.059048,50153600
01-04-1982,AAPL,0.079241,0.079799,0.079241,0.079241,0.06211,59136000
02-04-1982,AAPL,0.079241,0.079799,0.079241,0.079241,0.06211,84806400
05-04-1982,AAPL,0.079241,0.079799,0.079241,0.079241,0.06211,86643200
06-04-1982,AAPL,0.079241,0.079241,0.078683,0.078683,0.061672,71590400
07-04-1982,AAPL,0.078125,0.078125,0.077567,0.077567,0.060798,29097600
08-04-1982,AAPL,0.078125,0.078683,0.078125,0.078125,0.061235,23990400
12-04-1982,AAPL,0.078125,0.078683,0.077567,0.077567,0.060798,44307200
13-04-1982,AAPL,0.071987,0.071987,0.071429,0.071429,0.055987,85299200
14-04-1982,AAPL,0.071987,0.072545,0.071987,0.071987,0.056424,113590400
15-04-1982,AAPL,0.073103,0.073661,0.073103,0.073103,0.057299,164281600
16-04-1982,AAPL,0.075335,0.075893,0.075335,0.075335,0.059048,104048000
19-04-1982,AAPL,0.074777,0.074777,0.073661,0.073661,0.057736,41283200
